OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,DiscountPct,SalesAmount,Profit
OD000107,O00045,P0010,4,6288,5,23894.4,7490.4
OD000108,O00045,P0062,4,6552,15,22276.8,6972.8
OD000109,O00046,P0044,3,1630,5,4645.5,931.5
OD000110,O00046,P0059,1,7607,5,7226.65,3586.65
OD000111,O00046,P0006,2,5410,20,8656.0,2020.0
OD000112,O00046,P0015,4,6239,0,24956.0,7116.0
OD000113,O00047,P0007,3,9936,15,25336.8,6757.8
OD000114,O00048,P0027,1,4363,10,3926.7,501.7
OD000115,O00048,P0064,1,6997,15,5947.45,1941.45
OD000116,O00049,P0053,2,500,15,850.0,386.0
OD000117,O00049,P0012,2,2280,5,4332.0,1086.0
OD000118,O00050,P0065,2,1750,20,2800.0,372.0
OD000119,O00050,P0007,2,9936,10,17884.8,5498.8
OD000120,O00051,P0055,3,3114,0,9342.0,2613.0
OD000121,O00051,P0058,3,3214,5,9159.9,3255.9
OD000122,O00051,P0025,3,6585,5,18767.25,7682.25
OD000123,O00051,P0071,2,8287,5,15745.3,4475.3
OD000124,O00052,P0020,1,1983,20,1586.4,21.4
OD000125,O00052,P0050,3,791,0,2373.0,1074.0
OD000126,O00052,P0049,2,4908,20,7852.8,2630.8
OD000127,O00053,P0041,4,8569,20,27420.8,8200.8
OD000128,O00053,P0042,4,8402,10,30247.2,7399.2
OD000129,O00054,P0067,2,3128,5,5943.2,1471.2
OD000130,O00055,P0008,1,9277,10,8349.3,1938.3
OD000131,O00055,P0075,3,2498,10,6744.6,2742.6
OD000132,O00056,P0053,4,500,10,1800.0,872.0
OD000133,O00056,P0071,1,8287,0,8287.0,2652.0
OD000134,O00057,P0025,1,6585,20,5268.0,1573.0
OD000135,O00057,P0054,3,7011,5,19981.35,9058.35
OD000136,O00057,P0035,1,3553,10,3197.7,447.7
OD000137,O00057,P0074,3,4472,15,11403.6,1923.6
OD000138,O00058,P0025,4,6585,5,25023.0,10243.0
OD000139,O00058,P0073,3,3981,0,11943.0,4743.0
OD000140,O00058,P0053,3,500,25,1125.0,429.0
OD000141,O00059,P0045,1,8473,10,7625.7,1371.7
OD000142,O00060,P0008,3,9277,5,26439.45,7206.45
OD000143,O00061,P0018,1,8947,5,8499.65,2438.65
OD000144,O00062,P0046,3,10496,0,31488.0,16767.0
OD000145,O00063,P0064,4,6997,10,25189.2,9165.2
OD000146,O00064,P0066,1,3382,25,2536.5,127.5
OD000147,O00065,P0004,1,3517,0,3517.0,989.0
OD000148,O00065,P0052,4,1682,5,6391.6,2527.6
OD000149,O00065,P0005,2,526,20,841.6,263.6
OD000150,O00066,P0051,1,8105,15,6889.25,2343.25
OD000151,O00066,P0040,4,6601,15,22443.4,6447.4
OD000152,O00066,P0029,2,8916,15,15157.2,3013.2
OD000153,O00066,P0039,2,7839,10,14110.2,3304.2
OD000154,O00067,P0051,3,8105,20,19452.0,5814.0
OD000155,O00067,P0062,2,6552,15,11138.4,3486.4
OD000156,O00067,P0055,1,3114,20,2491.2,248.2
OD000157,O00067,P0030,2,10331,15,17562.7,5752.7
OD000158,O00068,P0069,3,6924,10,18694.8,1579.8
OD000159,O00068,P0042,1,8402,10,7561.8,1849.8
OD000160,O00068,P0057,3,4846,10,13084.2,4522.2
OD000161,O00069,P0006,3,5410,10,14607.0,4653.0
OD000162,O00070,P0018,4,8947,5,33998.6,9754.6
OD000163,O00070,P0024,2,9546,15,16228.2,6376.2
OD000164,O00070,P0009,4,4834,10,17402.4,4386.4
OD000165,O00071,P0019,4,6155,5,23389.0,11745.0
OD000166,O00072,P0030,2,10331,10,18595.8,6785.8
OD000167,O00072,P0061,4,6727,15,22871.8,4423.8
OD000168,O00073,P0068,3,375,5,1068.75,168.75
OD000169,O00073,P0041,2,8569,15,14567.3,4957.3
OD000170,O00073,P0024,4,9546,15,32456.4,12752.4
OD000171,O00074,P0067,3,3128,0,9384.0,2676.0
OD000172,O00074,P0064,4,6997,0,27988.0,11964.0
OD000173,O00074,P0068,3,375,10,1012.5,112.5
OD000174,O00074,P0031,3,14006,5,39917.1,20540.1
OD000175,O00075,P0013,3,1311,15,3343.05,1540.05
OD000176,O00076,P0010,1,6288,10,5659.2,1558.2
OD000177,O00077,P0041,4,8569,20,27420.8,8200.8
OD000178,O00077,P0001,3,8847,5,25213.95,10693.95
OD000179,O00077,P0013,4,1311,0,5244.0,2840.0
OD000180,O00078,P0040,3,6601,5,18812.85,6815.85
OD000181,O00078,P0027,4,4363,0,17452.0,3752.0
OD000182,O00078,P0001,3,8847,5,25213.95,10693.95
OD000183,O00078,P0082,3,2255,5,6426.75,2934.75
OD000184,O00079,P0054,1,7011,25,5258.25,1617.25
OD000185,O00079,P0048,4,3582,15,12178.8,4326.8
OD000186,O00079,P0015,3,6239,10,16845.3,3465.3
OD000187,O00080,P0006,2,5410,0,10820.0,4184.0
OD000188,O00080,P0028,4,3631,0,14524.0,4188.0
OD000189,O00080,P0008,4,9277,0,37108.0,11464.0
OD000190,O00080,P0049,3,4908,5,13987.8,6154.8
OD000191,O00081,P0031,1,14006,25,10504.5,4045.5
OD000192,O00081,P0057,1,4846,10,4361.4,1507.4
OD000193,O00081,P0010,1,6288,5,5973.6,1872.6
OD000194,O00082,P0007,1,9936,10,8942.4,2749.4
OD000195,O00082,P0073,3,3981,10,10748.7,3548.7
OD000196,O00082,P0048,3,3582,0,10746.0,4857.0
OD000197,O00082,P0050,3,791,10,2135.7,836.7
OD000198,O00083,P0067,4,3128,0,12512.0,3568.0
OD000199,O00083,P0006,1,5410,10,4869.0,1551.0
OD000200,O00084,P0024,1,9546,5,9068.7,4142.7
OD000201,O00084,P0027,1,4363,5,4144.85,719.85
OD000202,O00084,P0010,2,6288,25,9432.0,1230.0
OD000203,O00084,P0034,1,8273,10,7445.7,922.7
OD000204,O00085,P0002,4,8892,10,32011.2,13031.2
OD000205,O00085,P0046,2,10496,10,18892.8,9078.8
OD000206,O00085,P0018,4,8947,0,35788.0,11544.0
OD000207,O00085,P0075,1,2498,5,2373.1,1039.1
OD000208,O00086,P0078,4,2727,5,10362.6,3470.6
OD000209,O00087,P0047,3,4367,10,11790.9,2448.9
OD000210,O00087,P0050,4,791,15,2689.4,957.4
OD000211,O00087,P0010,1,6288,5,5973.6,1872.6
OD000212,O00087,P0012,4,2280,10,8208.0,1716.0
OD000213,O00088,P0027,1,4363,10,3926.7,501.7
OD000214,O00088,P0023,3,12189,20,29253.6,12471.6
OD000215,O00088,P0075,1,2498,15,2123.3,789.3
OD000216,O00089,P0064,4,6997,0,27988.0,11964.0
OD000217,O00089,P0009,4,4834,5,18369.2,5353.2
OD000218,O00089,P0014,3,10018,15,25545.9,9486.9
OD000219,O00090,P0019,2,6155,15,10463.5,4641.5
OD000220,O00090,P0039,2,7839,15,13326.3,2520.3
OD000221,O00090,P0043,1,3251,0,3251.0,546.0
OD000222,O00090,P0071,3,8287,20,19888.8,2983.8
OD000223,O00091,P0066,3,3382,10,9131.4,1904.4
OD000224,O00091,P0044,2,1630,0,3260.0,784.0
OD000225,O00092,P0066,2,3382,10,6087.6,1269.6
OD000226,O00092,P0031,2,14006,5,26611.4,13693.4
OD000227,O00092,P0027,1,4363,0,4363.0,938.0
OD000228,O00093,P0060,3,3201,10,8642.7,4100.7
OD000229,O00094,P0060,3,3201,10,8642.7,4100.7
OD000230,O00094,P0047,3,4367,15,11135.85,1793.85
OD000231,O00094,P0038,3,5709,15,14557.95,5560.95
OD000232,O00095,P0035,2,3553,15,6040.1,540.1
OD000233,O00095,P0037,1,4495,5,4270.25,1706.25
OD000234,O00095,P0072,4,10954,20,35052.8,14296.8
OD000235,O00096,P0008,3,9277,15,23656.35,4423.35
OD000236,O00096,P0038,4,5709,0,22836.0,10840.0
OD000237,O00097,P0012,3,2280,15,5814.0,945.0
OD000238,O00097,P0074,3,4472,15,11403.6,1923.6
OD000239,O00097,P0063,3,5568,25,12528.0,3192.0
OD000240,O00097,P0067,1,3128,0,3128.0,892.0
OD000241,O00098,P0013,4,1311,5,4981.8,2577.8
OD000242,O00099,P0034,4,8273,0,33092.0,7000.0
OD000243,O00099,P0001,3,8847,10,23886.9,9366.9
OD000244,O00100,P0066,4,3382,15,11498.8,1862.8
OD000245,O00100,P0013,3,1311,15,3343.05,1540.05
OD000246,O00100,P0064,1,6997,15,5947.45,1941.45
OD000247,O00100,P0035,4,3553,10,12790.8,1790.8
OD000248,O00101,P0048,1,3582,10,3223.8,1260.8
OD000249,O00101,P0040,3,6601,0,19803.0,7806.0
OD000250,O00102,P0050,2,791,15,1344.7,478.7
OD000251,O00102,P0028,3,3631,25,8169.75,417.75
OD000252,O00102,P0035,2,3553,15,6040.1,540.1
OD000253,O00103,P0073,4,3981,10,14331.6,4731.6
OD000254,O00104,P0034,1,8273,15,7032.05,509.05
OD000255,O00104,P0004,3,3517,10,9495.9,1911.9
OD000256,O00104,P0002,4,8892,10,32011.2,13031.2
OD000257,O00104,P0063,3,5568,10,15033.6,5697.6
OD000258,O00105,P0081,3,4694,10,12673.8,4921.8
OD000259,O00105,P0070,2,9093,5,17276.7,5588.7
OD000260,O00105,P0063,1,5568,5,5289.6,2177.6
OD000261,O00105,P0046,3,10496,5,29913.6,15192.6
OD000262,O00106,P0028,4,3631,25,10893.0,557.0
OD000263,O00106,P0060,2,3201,0,6402.0,3374.0
OD000264,O00106,P0076,1,7205,5,6844.75,2261.75
OD000265,O00106,P0001,4,8847,20,28310.4,8950.4
OD000266,O00107,P0008,2,9277,20,14843.2,2021.2
OD000267,O00107,P0003,2,319,10,574.2,50.2
OD000268,O00107,P0058,2,3214,20,5142.4,1206.4
OD000269,O00107,P0051,2,8105,15,13778.5,4686.5
OD000270,O00108,P0081,1,4694,20,3755.2,1171.2
OD000271,O00109,P0031,3,14006,0,42018.0,22641.0
OD000272,O00109,P0036,1,8476,20,6780.8,2132.8
OD000273,O00109,P0065,3,1750,20,4200.0,558.0
OD000274,O00110,P0002,1,8892,10,8002.8,3257.8
OD000275,O00110,P0036,2,8476,0,16952.0,7656.0
OD000276,O00110,P0044,3,1630,15,4156.5,442.5
OD000277,O00111,P0002,2,8892,5,16894.8,7404.8
OD000278,O00111,P0017,1,10962,15,9317.7,4312.7
OD000279,O00111,P0040,1,6601,20,5280.8,1281.8
OD000280,O00111,P0047,2,4367,10,7860.6,1632.6
OD000281,O00112,P0017,3,10962,15,27953.1,12938.1
OD000282,O00112,P0007,1,9936,15,8445.6,2252.6
OD000283,O00112,P0034,3,8273,10,22337.1,2768.1
OD000284,O00112,P0082,3,2255,10,6088.5,2596.5
OD000285,O00113,P0026,4,9610,25,28830.0,3974.0
OD000286,O00113,P0071,4,8287,10,29833.2,7293.2
OD000287,O00113,P0044,4,1630,25,4890.0,-62.0
OD000288,O00114,P0051,2,8105,10,14589.0,5497.0
OD000289,O00114,P0039,2,7839,10,14110.2,3304.2
OD000290,O00115,P0059,4,7607,15,25863.8,11303.8
OD000291,O00116,P0072,1,10954,0,10954.0,5765.0
OD000292,O00116,P0003,1,319,5,303.05,41.05
OD000293,O00116,P0011,4,7617,5,28944.6,9060.6
OD000294,O00116,P0020,2,1983,20,3172.8,42.8
OD000295,O00117,P0037,2,4495,5,8540.5,3412.5
OD000296,O00118,P0077,3,3416,5,9735.6,4707.6
OD000297,O00118,P0017,2,10962,10,19731.6,9721.6
OD000298,O00118,P0014,3,10018,5,28551.3,12492.3
OD000299,O00118,P0060,3,3201,10,8642.7,4100.7
OD000300,O00119,P0040,2,6601,15,11221.7,3223.7
OD000301,O00119,P0023,3,12189,20,29253.6,12471.6
OD000302,O00119,P0058,1,3214,0,3214.0,1246.0
OD000303,O00120,P0039,1,7839,10,7055.1,1652.1
OD000304,O00120,P0027,2,4363,10,7853.4,1003.4
OD000305,O00121,P0072,1,10954,5,10406.3,5217.3
OD000306,O00121,P0034,2,8273,5,15718.7,2672.7
OD000307,O00121,P0017,3,10962,0,32886.0,17871.0
OD000308,O00121,P0047,1,4367,20,3493.6,379.6
OD000309,O00122,P0047,4,4367,10,15721.2,3265.2
OD000310,O00122,P0023,3,12189,20,29253.6,12471.6
OD000311,O00123,P0058,1,3214,5,3053.3,1085.3
OD000312,O00123,P0043,4,3251,20,10403.2,-416.8
OD000313,O00123,P0069,4,6924,10,24926.4,2106.4
OD000314,O00124,P0061,1,6727,0,6727.0,2115.0
OD000315,O00125,P0002,2,8892,10,16005.6,6515.6
OD000316,O00125,P0078,3,2727,15,6953.85,1784.85
OD000317,O00125,P0014,3,10018,20,24043.2,7984.2
OD000318,O00125,P0052,2,1682,20,2691.2,759.2
OD000319,O00126,P0060,3,3201,5,9122.85,4580.85
OD000320,O00126,P0077,3,3416,10,9223.2,4195.2
OD000321,O00126,P0075,2,2498,5,4746.2,2078.2
OD000322,O00127,P0021,2,12927,10,23268.6,11392.6
OD000323,O00127,P0039,1,7839,15,6663.15,1260.15
OD000324,O00127,P0056,2,14270,5,27113.0,14003.0
OD000325,O00128,P0003,1,319,5,303.05,41.05
OD000326,O00128,P0016,2,7194,15,12229.8,4981.8
OD000327,O00128,P0035,2,3553,0,7106.0,1606.0
OD000328,O00128,P0015,4,6239,15,21212.6,3372.6
OD000329,O00129,P0022,3,5467,10,14760.9,7203.9
OD000330,O00129,P0064,2,6997,15,11894.9,3882.9
OD000331,O00129,P0034,4,8273,10,29782.8,3690.8
OD000332,O00129,P0073,2,3981,5,7563.9,2763.9
OD000333,O00130,P0019,3,6155,20,14772.0,6039.0
OD000334,O00130,P0036,3,8476,0,25428.0,11484.0
OD000335,O00130,P0030,4,10331,25,30993.0,7373.0
OD000336,O00130,P0035,2,3553,10,6395.4,895.4
OD000337,O00131,P0011,1,7617,20,6093.6,1122.6
OD000338,O00132,P0032,4,11145,5,42351.0,17519.0
OD000339,O00132,P0082,4,2255,0,9020.0,4364.0
OD000340,O00132,P0008,2,9277,0,18554.0,5732.0
OD000341,O00132,P0027,1,4363,5,4144.85,719.85
OD000342,O00133,P0046,4,10496,0,41984.0,22356.0
OD000343,O00133,P0022,2,5467,10,9840.6,4802.6
OD000344,O00134,P0077,2,3416,5,6490.4,3138.4
OD000345,O00134,P0054,3,7011,10,18929.7,8006.7
OD000346,O00135,P0013,1,1311,15,1114.35,513.35
OD000347,O00135,P0015,3,6239,10,16845.3,3465.3
OD000348,O00135,P0063,3,5568,5,15868.8,6532.8
OD000349,O00135,P0055,3,3114,15,7940.7,1211.7
OD000350,O00136,P0029,3,8916,0,26748.0,8532.0
OD000351,O00136,P0031,1,14006,0,14006.0,7547.0
OD000352,O00136,P0035,4,3553,5,13501.4,2501.4
OD000353,O00137,P0057,3,4846,10,13084.2,4522.2
OD000354,O00138,P0080,1,13672,10,12304.8,5422.8
OD000355,O00138,P0045,1,8473,10,7625.7,1371.7
OD000356,O00138,P0046,4,10496,10,37785.6,18157.6
OD000357,O00138,P0042,4,8402,5,31927.6,9079.6
OD000358,O00139,P0007,1,9936,20,7948.8,1755.8
OD000359,O00139,P0073,3,3981,5,11345.85,4145.85
OD000360,O00140,P0066,2,3382,20,5411.2,593.2
OD000361,O00140,P0035,1,3553,15,3020.05,270.05
OD000362,O00140,P0077,1,3416,10,3074.4,1398.4
OD000363,O00141,P0056,2,14270,0,28540.0,15430.0
OD000364,O00141,P0027,4,4363,0,17452.0,3752.0
OD000365,O00141,P0007,1,9936,20,7948.8,1755.8
OD000366,O00141,P0015,1,6239,15,5303.15,843.15
OD000367,O00142,P0022,2,5467,0,10934.0,5896.0
OD000368,O00142,P0057,1,4846,0,4846.0,1992.0
OD000369,O00142,P0002,3,8892,20,21340.8,7105.8
OD000370,O00143,P0071,4,8287,0,33148.0,10608.0
OD000371,O00143,P0042,2,8402,0,16804.0,5380.0
OD000372,O00143,P0078,2,2727,15,4635.9,1189.9
OD000373,O00143,P0065,2,1750,0,3500.0,1072.0
OD000374,O00144,P0060,3,3201,20,7682.4,3140.4
OD000375,O00144,P0058,3,3214,5,9159.9,3255.9
OD000376,O00145,P0043,4,3251,5,12353.8,1533.8
OD000377,O00145,P0023,2,12189,0,24378.0,13190.0
OD000378,O00145,P0014,1,10018,10,9016.2,3663.2
OD000379,O00146,P0052,3,1682,20,4036.8,1138.8
OD000380,O00146,P0070,4,9093,10,32734.8,9358.8
OD000381,O00146,P0030,4,10331,5,39257.8,15637.8
OD000382,O00146,P0071,2,8287,15,14087.9,2817.9
OD000383,O00147,P0058,4,3214,25,9642.0,1770.0
OD000384,O00147,P0073,2,3981,10,7165.8,2365.8
OD000385,O00147,P0036,2,8476,10,15256.8,5960.8
OD000386,O00148,P0022,4,5467,15,18587.8,8511.8
OD000387,O00148,P0080,3,13672,15,34863.6,14217.6
OD000388,O00148,P0065,2,1750,20,2800.0,372.0
OD000389,O00149,P0022,2,5467,0,10934.0,5896.0
OD000390,O00149,P0050,3,791,5,2254.35,955.35
OD000391,O00149,P0027,4,4363,10,15706.8,2006.8
OD000392,O00149,P0068,3,375,5,1068.75,168.75
OD000393,O00150,P0038,2,5709,10,10276.2,4278.2
OD000394,O00150,P0047,4,4367,5,16594.6,4138.6
OD000395,O00150,P0056,3,14270,15,36388.5,16723.5
OD000396,O00151,P0024,3,9546,5,27206.1,12428.1
OD000397,O00151,P0018,4,8947,15,30419.8,6175.8
OD000398,O00151,P0028,3,3631,25,8169.75,417.75
OD000399,O00151,P0008,1,9277,20,7421.6,1010.6
OD000400,O00152,P0009,3,4834,15,12326.7,2564.7
OD000401,O00153,P0048,2,3582,10,6447.6,2521.6
OD000402,O00153,P0004,2,3517,5,6682.3,1626.3
OD000403,O00153,P0050,4,791,25,2373.0,641.0
OD000404,O00154,P0055,2,3114,10,5605.2,1119.2
OD000405,O00154,P0061,4,6727,5,25562.6,7114.6
OD000406,O00154,P0023,4,12189,5,46318.2,23942.2
OD000407,O00155,P0050,4,791,20,2531.2,799.2
OD000408,O00155,P0036,4,8476,5,32208.8,13616.8
OD000409,O00156,P0052,1,1682,20,1345.6,379.6
OD000410,O00156,P0039,3,7839,15,19989.45,3780.45
OD000411,O00156,P0029,4,8916,0,35664.0,11376.0
OD000412,O00157,P0068,3,375,15,956.25,56.25
OD000413,O00158,P0079,2,11587,20,18539.2,7673.2
OD000414,O00158,P0077,3,3416,0,10248.0,5220.0
OD000415,O00158,P0029,1,8916,5,8470.2,2398.2
OD000416,O00159,P0055,1,3114,0,3114.0,871.0
OD000417,O00159,P0037,1,4495,5,4270.25,1706.25
OD000418,O00159,P0016,4,7194,10,25898.4,11402.4
OD000419,O00160,P0072,3,10954,0,32862.0,17295.0
OD000420,O00160,P0075,4,2498,15,8493.2,3157.2
OD000421,O00160,P0071,2,8287,20,13259.2,1989.2
OD000422,O00160,P0055,4,3114,20,9964.8,992.8
OD000423,O00161,P0021,3,12927,20,31024.8,13210.8
OD000424,O00162,P0054,1,7011,15,5959.35,2318.35
OD000425,O00162,P0045,4,8473,15,28808.2,3792.2
OD000426,O00162,P0027,3,4363,5,12434.55,2159.55
OD000427,O00162,P0018,4,8947,5,33998.6,9754.6
OD000428,O00163,P0011,4,7617,15,25897.8,6013.8
OD000429,O00164,P0072,1,10954,0,10954.0,5765.0
OD000430,O00164,P0022,4,5467,10,19681.2,9605.2
OD000431,O00164,P0080,4,13672,15,46484.8,18956.8
OD000432,O00165,P0057,4,4846,20,15507.2,4091.2
OD000433,O00166,P0052,1,1682,15,1429.7,463.7
OD000434,O00166,P0005,4,526,15,1788.4,632.4
OD000435,O00167,P0035,4,3553,15,12080.2,1080.2
OD000436,O00167,P0068,4,375,5,1425.0,225.0
OD000437,O00168,P0009,2,4834,5,9184.6,2676.6
OD000438,O00169,P0051,4,8105,15,27557.0,9373.0
OD000439,O00169,P0073,1,3981,15,3383.85,983.85
OD000440,O00169,P0078,1,2727,20,2181.6,458.6
OD000441,O00170,P0037,2,4495,15,7641.5,2513.5
OD000442,O00170,P0039,3,7839,25,17637.75,1428.75
OD000443,O00170,P0021,4,12927,5,49122.6,25370.6
OD000444,O00171,P0030,3,10331,5,29443.35,11728.35
OD000445,O00171,P0078,4,2727,15,9271.8,2379.8
OD000446,O00172,P0018,2,8947,10,16104.6,3982.6
OD000447,O00172,P0074,4,4472,5,16993.6,4353.6
OD000448,O00173,P0057,2,4846,5,9207.4,3499.4
OD000449,O00173,P0077,4,3416,10,12297.6,5593.6
OD000450,O00173,P0041,4,8569,10,30848.4,11628.4
OD000451,O00173,P0007,1,9936,0,9936.0,3743.0
OD000452,O00174,P0032,4,11145,20,35664.0,10832.0
OD000453,O00175,P0030,1,10331,10,9297.9,3392.9
OD000454,O00175,P0051,2,8105,15,13778.5,4686.5
OD000455,O00176,P0048,2,3582,15,6089.4,2163.4
OD000456,O00177,P0074,4,4472,15,15204.8,2564.8
OD000457,O00177,P0078,2,2727,5,5181.3,1735.3
OD000458,O00178,P0025,3,6585,10,17779.5,6694.5
OD000459,O00178,P0077,2,3416,15,5807.2,2455.2
OD000460,O00178,P0006,1,5410,15,4598.5,1280.5
OD000461,O00179,P0012,3,2280,15,5814.0,945.0
OD000462,O00179,P0014,2,10018,20,16028.8,5322.8
OD000463,O00179,P0023,1,12189,10,10970.1,5376.1
OD000464,O00180,P0054,4,7011,10,25239.6,10675.6
OD000465,O00181,P0026,2,9610,20,15376.0,2948.0
OD000466,O00181,P0041,1,8569,10,7712.1,2907.1
OD000467,O00181,P0081,2,4694,10,8449.2,3281.2
