CustomerID,CustomerName,Gender,Age,City,SignupDate,Region
C0093,Customer_0093,Female,32,Kolkata,2025-02-13,East
C0094,Customer_0094,Female,47,Pune,2025-04-27,West
C0095,Customer_0095,Female,59,Ahmedabad,2024-01-22,West
C0096,Customer_0096,Female,34,Bengaluru,2025-05-26,South
C0097,Customer_0097,Female,22,Lucknow,2023-09-16,North
C0098,Customer_0098,Female,46,Bengaluru,2023-10-10,South
C0099,Customer_0099,Female,21,Pune,2023-02-09,West
C0100,Customer_0100,Male,27,Hyderabad,2024-04-30,South
C0101,Customer_0101,Male,34,Jaipur,2025-07-17,North
C0102,Customer_0102,Female,27,Pune,2023-08-08,West
C0103,Customer_0103,Female,34,Chennai,2025-10-11,South
C0104,Customer_0104,Female,37,Pune,2025-10-20,West
C0105,Customer_0105,Female,41,Bengaluru,2024-09-04,South
C0106,Customer_0106,Female,22,Mumbai,2025-07-16,West
C0107,Customer_0107,Female,51,Kolkata,2024-11-18,East
C0108,Customer_0108,Female,23,Mumbai,2024-09-04,West
C0109,Customer_0109,Female,19,Bengaluru,2023-09-17,South
C0110,Customer_0110,Male,30,Kolkata,2025-09-16,East
C0111,Customer_0111,Female,60,Chennai,2025-08-23,South
C0112,Customer_0112,Male,60,Jaipur,2024-01-01,North
C0113,Customer_0113,Female,28,Ahmedabad,2024-06-27,West
C0114,Customer_0114,Female,40,Bengaluru,2024-10-10,South
C0115,Customer_0115,Male,33,Lucknow,2025-03-24,North
C0116,Customer_0116,Female,48,Bengaluru,2025-11-05,South
C0117,Customer_0117,Male,28,Bengaluru,2024-07-28,South
C0118,Customer_0118,Female,33,Kolkata,2025-10-09,East
C0119,Customer_0119,Female,25,Delhi,2024-10-31,North
C0120,Customer_0120,Male,21,Pune,2023-09-26,West
C0121,Customer_0121,Female,57,Delhi,2025-07-12,North
C0122,Customer_0122,Male,21,Chennai,2023-09-04,South
C0123,Customer_0123,Female,42,Lucknow,2023-05-11,North
C0124,Customer_0124,Male,20,Jaipur,2023-12-19,North
C0125,Customer_0125,Male,49,Hyderabad,2023-07-15,South
C0126,Customer_0126,Female,20,Chennai,2025-07-18,South
C0127,Customer_0127,Female,44,Hyderabad,2025-10-18,South
C0128,Customer_0128,Male,46,Hyderabad,2024-10-06,South
C0129,Customer_0129,Female,49,Jaipur,2023-08-15,North
C0130,Customer_0130,Female,36,Mumbai,2024-12-01,West
C0131,Customer_0131,Female,38,Delhi,2023-09-22,North
C0132,Customer_0132,Male,22,Bengaluru,2024-10-07,South
C0133,Customer_0133,Male,35,Ahmedabad,2023-07-30,West
C0134,Customer_0134,Male,45,Hyderabad,2025-07-31,South
C0135,Customer_0135,Male,59,Lucknow,2024-04-01,North
C0136,Customer_0136,Male,39,Chennai,2024-12-25,South
C0137,Customer_0137,Male,38,Mumbai,2025-09-08,West
C0138,Customer_0138,Male,23,Hyderabad,2024-08-10,South
C0139,Customer_0139,Male,18,Mumbai,2024-04-20,West
C0140,Customer_0140,Male,22,Mumbai,2025-09-12,West
C0141,Customer_0141,Female,58,Hyderabad,2023-06-05,South
C0142,Customer_0142,Male,29,Kolkata,2023-07-09,East
C0143,Customer_0143,Female,43,Pune,2025-09-07,West
C0144,Customer_0144,Female,51,Lucknow,2024-06-29,North
C0145,Customer_0145,Female,31,Bengaluru,2023-02-10,South
C0146,Customer_0146,Male,43,Bengaluru,2023-11-03,South
C0147,Customer_0147,Male,44,Lucknow,2025-07-31,North
C0148,Customer_0148,Male,26,Kolkata,2023-12-04,East
C0149,Customer_0149,Male,43,Bengaluru,2025-08-10,South
C0150,Customer_0150,Female,39,Mumbai,2023-10-06,West
C0151,Customer_0151,Male,47,Jaipur,2025-06-14,North
C0152,Customer_0152,Male,60,Chennai,2023-09-30,South
C0153,Customer_0153,Male,34,Delhi,2025-04-16,North
C0154,Customer_0154,Male,43,Bengaluru,2024-09-11,South
C0155,Customer_0155,Male,53,Lucknow,2025-05-11,North
C0156,Customer_0156,Female,18,Jaipur,2025-07-19,North
C0157,Customer_0157,Male,25,Hyderabad,2023-10-16,South
C0158,Customer_0158,Female,52,Pune,2024-12-24,West
C0159,Customer_0159,Male,32,Lucknow,2025-06-11,North
C0160,Customer_0160,Female,39,Mumbai,2023-09-29,West
C0161,Customer_0161,Male,31,Pune,2025-12-25,West
C0162,Customer_0162,Male,43,Chennai,2024-04-27,South
C0163,Customer_0163,Female,45,Chennai,2025-07-24,South
C0164,Customer_0164,Female,40,Kolkata,2023-09-05,East
C0165,Customer_0165,Female,31,Ahmedabad,2023-06-05,West
C0166,Customer_0166,Male,41,Kolkata,2025-12-06,East
C0167,Customer_0167,Female,19,Jaipur,2024-03-29,North
C0168,Customer_0168,Male,43,Pune,2023-07-20,West
C0169,Customer_0169,Male,31,Ahmedabad,2023-05-04,West
C0170,Customer_0170,Female,24,Hyderabad,2023-01-01,South
C0171,Customer_0171,Female,20,Mumbai,2025-08-25,West
C0172,Customer_0172,Male,40,Pune,2025-05-04,West
C0173,Customer_0173,Male,60,Kolkata,2024-10-01,East
C0174,Customer_0174,Female,35,Delhi,2023-07-10,North
C0175,Customer_0175,Female,55,Ahmedabad,2024-05-30,West
C0176,Customer_0176,Female,52,Ahmedabad,2024-03-17,West
C0177,Customer_0177,Male,32,Mumbai,2023-05-23,West
C0178,Customer_0178,Male,42,Bengaluru,2024-06-16,South
C0179,Customer_0179,Male,54,Chennai,2023-08-15,South
C0180,Customer_0180,Male,45,Chennai,2025-08-06,South
C0181,Customer_0181,Male,27,Delhi,2024-04-04,North
C0182,Customer_0182,Male,56,Jaipur,2024-07-04,North
C0183,Customer_0183,Female,34,Jaipur,2024-01-28,North
C0184,Customer_0184,Male,56,Hyderabad,2025-04-24,South
C0185,Customer_0185,Male,39,Pune,2023-07-29,West
C0186,Customer_0186,Male,43,Lucknow,2024-10-07,North
C0187,Customer_0187,Female,42,Bengaluru,2023-08-07,South
C0188,Customer_0188,Male,34,Kolkata,2024-02-11,East
C0189,Customer_0189,Male,30,Lucknow,2025-06-06,North
C0190,Customer_0190,Female,37,Lucknow,2024-07-11,North
C0191,Customer_0191,Male,42,Ahmedabad,2024-07-03,West
C0192,Customer_0192,Male,21,Delhi,2023-05-22,North
C0193,Customer_0193,Male,27,Chennai,2024-09-03,South
C0194,Customer_0194,Male,20,Hyderabad,2024-05-15,South
C0195,Customer_0195,Male,58,Jaipur,2025-04-19,North
C0196,Customer_0196,Female,35,Delhi,2024-12-02,North
C0197,Customer_0197,Female,53,Ahmedabad,2024-08-18,West
C0198,Customer_0198,Female,39,Kolkata,2023-10-08,East
C0199,Customer_0199,Male,51,Hyderabad,2024-02-28,South
C0200,Customer_0200,Male,25,Ahmedabad,2025-05-05,West
C0201,Customer_0201,Male,57,Chennai,2023-09-27,South
C0202,Customer_0202,Female,36,Chennai,2023-06-03,South
C0203,Customer_0203,Male,59,Chennai,2024-09-05,South
C0204,Customer_0204,Male,58,Delhi,2024-10-23,North
C0205,Customer_0205,Female,54,Delhi,2023-03-24,North
C0206,Customer_0206,Male,23,Jaipur,2025-08-04,North
C0207,Customer_0207,Female,43,Jaipur,2025-06-17,North
C0208,Customer_0208,Female,51,Kolkata,2023-10-11,East
C0209,Customer_0209,Female,23,Hyderabad,2025-09-06,South
C0210,Customer_0210,Male,54,Mumbai,2023-06-22,West
C0211,Customer_0211,Male,50,Mumbai,2025-12-22,West
C0212,Customer_0212,Male,39,Ahmedabad,2025-02-01,West
C0213,Customer_0213,Male,38,Chennai,2024-09-24,South
C0214,Customer_0214,Male,23,Hyderabad,2025-02-25,South
C0215,Customer_0215,Male,23,Lucknow,2025-07-31,North
C0216,Customer_0216,Male,21,Delhi,2025-10-08,North
C0217,Customer_0217,Female,47,Pune,2024-02-02,West
C0218,Customer_0218,Male,28,Bengaluru,2025-07-22,South
C0219,Customer_0219,Female,47,Kolkata,2024-11-06,East
C0220,Customer_0220,Male,48,Chennai,2025-07-24,South
C0221,Customer_0221,Male,41,Chennai,2024-04-09,South
C0222,Customer_0222,Male,26,Chennai,2023-10-13,South
C0223,Customer_0223,Female,20,Delhi,2023-09-22,North
C0224,Customer_0224,Female,48,Delhi,2023-11-16,North
C0225,Customer_0225,Female,57,Bengaluru,2024-11-03,South
C0226,Customer_0226,Female,54,Lucknow,2025-03-30,North
C0227,Customer_0227,Male,53,Hyderabad,2023-03-30,South
C0228,Customer_0228,Female,41,Chennai,2025-03-31,South
C0229,Customer_0229,Male,48,Mumbai,2025-09-27,West
C0230,Customer_0230,Male,23,Jaipur,2023-11-30,North
C0231,Customer_0231,Female,19,Mumbai,2023-08-10,West
C0232,Customer_0232,Female,37,Ahmedabad,2023-02-10,West
C0233,Customer_0233,Female,45,Mumbai,2023-03-09,West
C0234,Customer_0234,Female,28,Ahmedabad,2025-09-14,West
C0235,Customer_0235,Female,21,Pune,2024-05-28,West
C0236,Customer_0236,Female,32,Jaipur,2024-11-25,North
C0237,Customer_0237,Female,23,Mumbai,2025-11-05,West
C0238,Customer_0238,Female,47,Pune,2024-04-21,West
C0239,Customer_0239,Male,55,Kolkata,2025-12-21,East
C0240,Customer_0240,Female,19,Hyderabad,2025-05-30,South
C0241,Customer_0241,Female,32,Pune,2024-03-07,West
C0242,Customer_0242,Male,28,Hyderabad,2023-09-25,South
C0243,Customer_0243,Female,25,Mumbai,2025-11-24,West
C0244,Customer_0244,Male,43,Lucknow,2025-02-17,North
C0245,Customer_0245,Male,22,Pune,2024-05-08,West
C0246,Customer_0246,Female,23,Jaipur,2024-10-22,North
C0247,Customer_0247,Male,43,Mumbai,2025-10-09,West
C0248,Customer_0248,Male,21,Chennai,2025-11-24,South
C0249,Customer_0249,Male,36,Delhi,2025-09-03,North
C0250,Customer_0250,Male,37,Pune,2024-04-26,West
C0251,Customer_0251,Female,50,Jaipur,2024-12-28,North
C0252,Customer_0252,Male,37,Kolkata,2024-04-24,East
C0253,Customer_0253,Female,29,Chennai,2025-12-24,South
C0254,Customer_0254,Male,18,Kolkata,2025-10-28,East
C0255,Customer_0255,Male,43,Mumbai,2023-12-09,West
C0256,Customer_0256,Male,31,Delhi,2023-11-28,North
C0257,Customer_0257,Male,55,Pune,2024-03-13,West
C0258,Customer_0258,Female,54,Pune,2023-06-23,West
C0259,Customer_0259,Female,28,Lucknow,2024-07-12,North
C0260,Customer_0260,Male,53,Lucknow,2024-06-10,North
C0261,Customer_0261,Male,30,Mumbai,2024-10-20,West
C0262,Customer_0262,Female,60,Mumbai,2023-01-26,West
C0263,Customer_0263,Male,20,Delhi,2025-03-30,North
C0264,Customer_0264,Male,50,Lucknow,2024-08-27,North
C0265,Customer_0265,Male,23,Jaipur,2024-02-10,North
C0266,Customer_0266,Female,27,Jaipur,2023-08-20,North
C0267,Customer_0267,Female,22,Delhi,2024-06-16,North
C0268,Customer_0268,Female,40,Jaipur,2024-05-19,North
C0269,Customer_0269,Male,27,Ahmedabad,2023-06-28,West
C0270,Customer_0270,Male,19,Hyderabad,2023-05-12,South
C0271,Customer_0271,Female,30,Delhi,2023-12-14,North
C0272,Customer_0272,Female,57,Delhi,2024-06-23,North
C0273,Customer_0273,Female,19,Bengaluru,2025-02-10,South
C0274,Customer_0274,Female,37,Chennai,2023-03-17,South
C0275,Customer_0275,Male,18,Chennai,2024-08-01,South
C0276,Customer_0276,Female,54,Ahmedabad,2025-05-03,West
C0277,Customer_0277,Male,26,Lucknow,2023-07-13,North
C0278,Customer_0278,Female,34,Mumbai,2023-12-13,West
C0279,Customer_0279,Male,26,Mumbai,2025-08-08,West
C0280,Customer_0280,Female,28,Kolkata,2023-08-02,East
C0281,Customer_0281,Female,32,Ahmedabad,2024-07-26,West
C0282,Customer_0282,Female,41,Delhi,2025-02-18,North
C0283,Customer_0283,Female,55,Ahmedabad,2023-09-19,West
C0284,Customer_0284,Male,52,Ahmedabad,2024-12-30,West
C0285,Customer_0285,Female,47,Ahmedabad,2023-10-10,West
C0286,Customer_0286,Male,48,Chennai,2023-12-28,South
C0287,Customer_0287,Male,22,Ahmedabad,2024-03-16,West
C0288,Customer_0288,Male,31,Hyderabad,2023-04-03,South
C0289,Customer_0289,Male,28,Mumbai,2025-01-22,West
C0290,Customer_0290,Female,26,Kolkata,2025-05-16,East
C0291,Customer_0291,Male,51,Hyderabad,2023-05-22,South
C0292,Customer_0292,Male,29,Kolkata,2025-01-18,East
C0293,Customer_0293,Male,52,Bengaluru,2024-10-14,South
C0294,Customer_0294,Female,52,Kolkata,2024-12-01,East
C0295,Customer_0295,Female,18,Mumbai,2025-09-24,West
C0296,Customer_0296,Female,57,Mumbai,2023-02-18,West
C0297,Customer_0297,Female,39,Ahmedabad,2025-05-30,West
C0298,Customer_0298,Male,46,Pune,2024-07-08,West
C0299,Customer_0299,Male,25,Bengaluru,2024-02-08,South
C0300,Customer_0300,Female,28,Delhi,2025-06-10,North
C0301,Customer_0301,Male,58,Jaipur,2025-05-14,North
C0302,Customer_0302,Male,54,Kolkata,2024-08-24,East
C0303,Customer_0303,Male,31,Pune,2023-12-07,West
C0304,Customer_0304,Female,47,Ahmedabad,2024-12-04,West
C0305,Customer_0305,Female,52,Chennai,2023-11-14,South
C0306,Customer_0306,Male,38,Delhi,2024-09-09,North
C0307,Customer_0307,Female,54,Lucknow,2024-01-17,North
C0308,Customer_0308,Female,22,Pune,2023-08-21,West
C0309,Customer_0309,Female,36,Chennai,2025-03-27,South
C0310,Customer_0310,Female,31,Bengaluru,2024-07-06,South
C0311,Customer_0311,Female,43,Ahmedabad,2025-05-05,West
C0312,Customer_0312,Male,21,Delhi,2025-03-29,North
C0313,Customer_0313,Female,42,Delhi,2023-07-02,North
C0314,Customer_0314,Male,59,Delhi,2025-11-30,North
C0315,Customer_0315,Male,42,Bengaluru,2024-02-01,South
C0316,Customer_0316,Female,35,Kolkata,2025-02-17,East
C0317,Customer_0317,Male,57,Lucknow,2025-06-25,North
C0318,Customer_0318,Male,25,Bengaluru,2023-05-07,South
C0319,Customer_0319,Male,56,Jaipur,2023-01-01,North
C0320,Customer_0320,Female,57,Lucknow,2023-01-19,North
C0321,Customer_0321,Female,31,Mumbai,2024-08-06,West
C0322,Customer_0322,Male,49,Ahmedabad,2024-03-31,West
C0323,Customer_0323,Female,55,Bengaluru,2025-08-14,South
C0324,Customer_0324,Female,50,Chennai,2024-03-20,South
C0325,Customer_0325,Female,40,Lucknow,2024-08-24,North
C0326,Customer_0326,Female,32,Jaipur,2023-04-13,North
C0327,Customer_0327,Male,50,Mumbai,2025-09-14,West
C0328,Customer_0328,Male,42,Kolkata,2024-06-03,East
C0329,Customer_0329,Female,34,Chennai,2025-05-08,South
C0330,Customer_0330,Female,50,Lucknow,2023-06-23,North
C0331,Customer_0331,Male,19,Ahmedabad,2025-10-01,West
C0332,Customer_0332,Male,31,Chennai,2024-03-06,South
C0333,Customer_0333,Female,57,Mumbai,2024-12-27,West
C0334,Customer_0334,Male,57,Chennai,2025-04-29,South
C0335,Customer_0335,Female,56,Hyderabad,2025-09-16,South
C0336,Customer_0336,Female,23,Pune,2024-09-30,West
C0337,Customer_0337,Male,23,Kolkata,2024-02-24,East
C0338,Customer_0338,Male,20,Mumbai,2024-08-16,West
C0339,Customer_0339,Female,24,Chennai,2024-04-29,South
C0340,Customer_0340,Female,25,Pune,2024-02-16,West
C0341,Customer_0341,Male,59,Pune,2025-07-24,West
C0342,Customer_0342,Female,32,Chennai,2023-11-28,South
C0343,Customer_0343,Male,46,Ahmedabad,2024-10-16,West
C0344,Customer_0344,Female,50,Hyderabad,2023-02-10,South
C0345,Customer_0345,Male,47,Bengaluru,2025-08-16,South
C0346,Customer_0346,Male,56,Hyderabad,2023-04-15,South
C0347,Customer_0347,Male,44,Chennai,2023-07-21,South
C0348,Customer_0348,Female,53,Kolkata,2024-03-25,East
C0349,Customer_0349,Female,46,Bengaluru,2025-06-28,South
C0350,Customer_0350,Male,55,Mumbai,2023-07-29,West
C0351,Customer_0351,Female,50,Hyderabad,2024-07-16,South
C0352,Customer_0352,Male,54,Chennai,2024-12-13,South
C0353,Customer_0353,Male,44,Hyderabad,2025-02-09,South
C0354,Customer_0354,Female,50,Bengaluru,2024-03-29,South
C0355,Customer_0355,Female,21,Jaipur,2024-10-28,North
C0356,Customer_0356,Male,39,Lucknow,2024-09-20,North
C0357,Customer_0357,Female,19,Hyderabad,2024-01-22,South
C0358,Customer_0358,Female,27,Mumbai,2023-10-23,West
C0359,Customer_0359,Male,22,Mumbai,2023-09-15,West
C0360,Customer_0360,Male,27,Delhi,2023-09-25,North
C0361,Customer_0361,Female,50,Hyderabad,2024-02-23,South
C0362,Customer_0362,Male,55,Lucknow,2023-08-23,North
C0363,Customer_0363,Male,30,Ahmedabad,2025-09-12,West
C0364,Customer_0364,Female,48,Pune,2024-07-27,West
C0365,Customer_0365,Male,53,Lucknow,2023-02-18,North
C0366,Customer_0366,Male,41,Pune,2023-08-11,West
C0367,Customer_0367,Female,32,Pune,2025-07-09,West
C0368,Customer_0368,Female,46,Jaipur,2023-10-04,North
C0369,Customer_0369,Male,25,Delhi,2024-02-24,North
C0370,Customer_0370,Male,22,Lucknow,2024-09-02,North
C0371,Customer_0371,Female,46,Lucknow,2024-01-10,North
C0372,Customer_0372,Female,21,Jaipur,2023-03-14,North
C0373,Customer_0373,Female,29,Hyderabad,2025-11-19,South
C0374,Customer_0374,Female,19,Hyderabad,2023-07-14,South
C0375,Customer_0375,Male,44,Hyderabad,2025-04-26,South
C0376,Customer_0376,Female,48,Kolkata,2025-11-30,East
C0377,Customer_0377,Female,53,Pune,2025-12-22,West
C0378,Customer_0378,Male,53,Kolkata,2023-01-23,East
C0379,Customer_0379,Female,43,Delhi,2023-12-26,North
C0380,Customer_0380,Male,60,Jaipur,2024-07-13,North
C0381,Customer_0381,Female,44,Lucknow,2024-11-02,North
C0382,Customer_0382,Female,22,Pune,2024-11-09,West
C0383,Customer_0383,Female,37,Kolkata,2024-03-15,East
C0384,Customer_0384,Male,28,Kolkata,2025-07-21,East
C0385,Customer_0385,Male,27,Chennai,2023-01-07,South
C0386,Customer_0386,Female,57,Kolkata,2024-02-25,East
C0387,Customer_0387,Male,55,Ahmedabad,2025-04-12,West
C0388,Customer_0388,Male,23,Lucknow,2024-07-12,North
C0389,Customer_0389,Male,25,Ahmedabad,2025-07-02,West
C0390,Customer_0390,Male,40,Lucknow,2025-10-03,North
C0391,Customer_0391,Male,43,Jaipur,2023-05-06,North
C0392,Customer_0392,Male,60,Lucknow,2024-01-30,North
C0393,Customer_0393,Female,29,Ahmedabad,2025-03-27,West
C0394,Customer_0394,Female,43,Lucknow,2025-05-30,North
C0395,Customer_0395,Male,30,Jaipur,2024-07-29,North
C0396,Customer_0396,Female,57,Jaipur,2023-11-21,North
C0397,Customer_0397,Female,35,Delhi,2025-07-18,North
C0398,Customer_0398,Female,42,Lucknow,2025-04-12,North
C0399,Customer_0399,Female,50,Chennai,2025-11-20,South
C0400,Customer_0400,Male,57,Hyderabad,2025-04-16,South
C0401,Customer_0401,Female,60,Mumbai,2025-07-14,West
C0402,Customer_0402,Female,29,Jaipur,2024-03-18,North
C0403,Customer_0403,Male,53,Bengaluru,2023-03-16,South
C0404,Customer_0404,Male,21,Hyderabad,2024-07-10,South
C0405,Customer_0405,Female,22,Pune,2023-12-29,West
C0406,Customer_0406,Female,54,Lucknow,2024-03-23,North
C0407,Customer_0407,Female,25,Ahmedabad,2023-09-19,West
C0408,Customer_0408,Female,59,Mumbai,2023-05-05,West
C0409,Customer_0409,Female,45,Bengaluru,2025-06-29,South
C0410,Customer_0410,Female,48,Hyderabad,2023-09-02,South
C0411,Customer_0411,Male,26,Lucknow,2024-06-25,North
C0412,Customer_0412,Female,46,Delhi,2024-04-29,North
C0413,Customer_0413,Female,31,Pune,2023-05-02,West
C0414,Customer_0414,Male,57,Mumbai,2023-05-05,West
C0415,Customer_0415,Male,58,Chennai,2023-06-19,South
C0416,Customer_0416,Male,39,Delhi,2023-05-04,North
C0417,Customer_0417,Male,28,Bengaluru,2025-11-24,South
C0418,Customer_0418,Female,40,Mumbai,2024-10-07,West
C0419,Customer_0419,Female,18,Delhi,2025-02-24,North
C0420,Customer_0420,Female,54,Pune,2023-07-20,West
C0421,Customer_0421,Female,38,Chennai,2024-01-04,South
C0422,Customer_0422,Female,43,Delhi,2025-03-07,North
C0423,Customer_0423,Female,53,Kolkata,2023-03-18,East
C0424,Customer_0424,Male,40,Chennai,2023-02-28,South
C0425,Customer_0425,Female,18,Bengaluru,2024-03-06,South
C0426,Customer_0426,Male,57,Pune,2024-09-29,West
C0427,Customer_0427,Male,32,Lucknow,2023-04-19,North
C0428,Customer_0428,Female,38,Ahmedabad,2025-10-04,West
C0429,Customer_0429,Male,26,Ahmedabad,2023-03-09,West
C0430,Customer_0430,Female,26,Ahmedabad,2025-12-28,West
C0431,Customer_0431,Male,27,Mumbai,2023-11-01,West
C0432,Customer_0432,Female,43,Bengaluru,2024-11-04,South
C0433,Customer_0433,Male,58,Pune,2023-12-31,West
C0434,Customer_0434,Female,52,Chennai,2025-03-31,South
C0435,Customer_0435,Female,42,Mumbai,2023-12-09,West
C0436,Customer_0436,Female,43,Bengaluru,2025-08-04,South
C0437,Customer_0437,Female,28,Lucknow,2025-06-17,North
C0438,Customer_0438,Female,55,Kolkata,2025-01-31,East
C0439,Customer_0439,Male,19,Pune,2023-12-07,West
C0440,Customer_0440,Male,24,Ahmedabad,2025-07-30,West
C0441,Customer_0441,Male,35,Delhi,2024-01-18,North
C0442,Customer_0442,Female,44,Pune,2025-09-30,West
C0443,Customer_0443,Male,51,Jaipur,2023-10-27,North
C0444,Customer_0444,Female,44,Bengaluru,2023-05-19,South
C0445,Customer_0445,Female,34,Hyderabad,2023-12-25,South
C0446,Customer_0446,Male,60,Lucknow,2025-04-15,North
C0447,Customer_0447,Male,41,Kolkata,2024-04-27,East
C0448,Customer_0448,Female,42,Lucknow,2025-06-27,North
C0449,Customer_0449,Male,24,Pune,2025-05-15,West
