OrderID,OrderDate,CustomerID,PaymentMethod,OrderStatus,CustomerName,Gender,Age,City,Region,SignupDate,OrderDetailID,ProductID,Quantity,UnitPrice,DiscountPct,SalesAmount,Profit,ProductName,Category,CostPrice,SellingPrice,Year,Month,MonthName,YearMonth,ProfitMarginPct
O00010,2025-09-10,C0616,Credit Card,Delivered,Customer_0616,Male,60,Hyderabad,South,2024-02-05,OD000022,P0015,3,6239.0,10.0,16845.3,3465.3,Mouse,Electronics,4460.0,6239.0,2025,9,September,2025-09,20.571316628377055
O00011,2026-05-06,C0948,Net Banking,Delivered,Customer_0948,Female,40,Pune,West,2025-10-03,OD000023,P0043,3,3251.0,15.0,8290.05,175.05,Jeans,Fashion,2705.0,3251.0,2026,5,May,2026-05,2.1115674814989056
O00011,2026-05-06,C0948,Net Banking,Delivered,Customer_0948,Female,40,Pune,West,2025-10-03,OD000024,P0011,2,7617.0,5.0,14472.3,4530.3,Keyboard,Electronics,4971.0,7617.0,2026,5,May,2026-05,31.30324827428951
O00011,2026-05-06,C0948,Net Banking,Delivered,Customer_0948,Female,40,Pune,West,2025-10-03,OD000025,P0057,4,4846.0,10.0,17445.6,6029.6,Watch,Fashion,2854.0,4846.0,2026,5,May,2026-05,34.562296510294864
O00011,2026-05-06,C0948,Net Banking,Delivered,Customer_0948,Female,40,Pune,West,2025-10-03,OD000026,P0068,4,375.0,5.0,1425.0,225.0,Perfume,Beauty,300.0,375.0,2026,5,May,2026-05,15.789473684210526
O00012,2024-10-21,C0558,COD,Delivered,Customer_0558,Female,51,Ahmedabad,West,2023-10-22,OD000027,P0079,1,11587.0,0.0,11587.0,6154.0,Power BI Book,Books,5433.0,11587.0,2024,10,October,2024-10,53.111245361180636
O00012,2024-10-21,C0558,COD,Delivered,Customer_0558,Female,51,Ahmedabad,West,2023-10-22,OD000028,P0072,2,10954.0,15.0,18621.8,8243.8,Hair Dryer,Beauty,5189.0,10954.0,2024,10,October,2024-10,44.26961947824593
O00012,2024-10-21,C0558,COD,Delivered,Customer_0558,Female,51,Ahmedabad,West,2023-10-22,OD000029,P0023,1,12189.0,10.0,10970.1,5376.1,Mixer Grinder,Home,5594.0,12189.0,2024,10,October,2024-10,49.00684588107675
O00012,2024-10-21,C0558,COD,Delivered,Customer_0558,Female,51,Ahmedabad,West,2023-10-22,OD000030,P0062,1,6552.0,5.0,6224.4,2398.4,Shampoo,Beauty,3826.0,6552.0,2024,10,October,2024-10,38.53222800591222
O00013,2025-01-03,C0556,Credit Card,Delivered,Customer_0556,Female,47,Pune,West,2023-04-21,OD000031,P0009,4,4834.0,20.0,15468.8,2452.8,Bluetooth Speaker,Electronics,3254.0,4834.0,2025,1,January,2025-01,15.856433595366159
O00013,2025-01-03,C0556,Credit Card,Delivered,Customer_0556,Female,47,Pune,West,2023-04-21,OD000032,P0033,1,5694.0,5.0,5409.3,945.3,Bedsheet,Home,4464.0,5694.0,2025,1,January,2025-01,17.475458931839608
O00013,2025-01-03,C0556,Credit Card,Delivered,Customer_0556,Female,47,Pune,West,2023-04-21,OD000033,P0018,3,8947.0,0.0,26841.0,8658.0,Power Bank,Electronics,6061.0,8947.0,2025,1,January,2025-01,32.25662233150777
O00014,2026-03-06,C0278,UPI,Cancelled,Customer_0278,Female,34,Mumbai,West,2023-12-13,OD000034,P0053,4,500.0,10.0,1800.0,872.0,Jacket,Fashion,232.0,500.0,2026,3,March,2026-03,48.44444444444444
O00015,2026-05-14,C0693,UPI,Delivered,Customer_0693,Male,40,Mumbai,West,2024-10-26,OD000035,P0043,1,3251.0,15.0,2763.35,58.35,Jeans,Fashion,2705.0,3251.0,2026,5,May,2026-05,2.111567481498905
O00015,2026-05-14,C0693,UPI,Delivered,Customer_0693,Male,40,Mumbai,West,2024-10-26,OD000036,P0023,1,12189.0,10.0,10970.1,5376.1,Mixer Grinder,Home,5594.0,12189.0,2026,5,May,2026-05,49.00684588107675
O00016,2025-11-24,C0699,Credit Card,Returned,Customer_0699,Female,32,Pune,West,2024-12-20,OD000037,P0065,4,1750.0,5.0,6650.0,1794.0,Moisturizer,Beauty,1214.0,1750.0,2025,11,November,2025-11,26.977443609022554
O00016,2025-11-24,C0699,Credit Card,Returned,Customer_0699,Female,32,Pune,West,2024-12-20,OD000038,P0006,2,5410.0,20.0,8656.0,2020.0,Smart Watch,Electronics,3318.0,5410.0,2025,11,November,2025-11,23.33641404805915
O00017,2025-07-02,C0990,UPI,Delivered,Customer_0990,Female,35,Jaipur,North,2025-06-09,OD000039,P0055,3,3114.0,15.0,7940.7,1211.7,Watch,Fashion,2243.0,3114.0,2025,7,July,2025-07,15.259360006044808
O00017,2025-07-02,C0990,UPI,Delivered,Customer_0990,Female,35,Jaipur,North,2025-06-09,OD000040,P0078,4,2727.0,20.0,8726.4,1834.4,Excel Book,Books,1723.0,2727.0,2025,7,July,2025-07,21.02126879354602
O00017,2025-07-02,C0990,UPI,Delivered,Customer_0990,Female,35,Jaipur,North,2025-06-09,OD000041,P0023,1,12189.0,15.0,10360.65,4766.65,Mixer Grinder,Home,5594.0,12189.0,2025,7,July,2025-07,46.00724857996361
O00017,2025-07-02,C0990,UPI,Delivered,Customer_0990,Female,35,Jaipur,North,2025-06-09,OD000042,P0076,1,7205.0,10.0,6484.5,1901.5,SQL Book,Books,4583.0,7205.0,2025,7,July,2025-07,29.323772071863672
O00018,2025-10-10,C0626,COD,Delivered,Customer_0626,Female,56,Pune,West,2025-11-02,OD000043,P0033,1,5694.0,15.0,4839.9,375.9,Bedsheet,Home,4464.0,5694.0,2025,10,October,2025-10,7.766689394408975
O00018,2025-10-10,C0626,COD,Delivered,Customer_0626,Female,56,Pune,West,2025-11-02,OD000044,P0076,4,7205.0,15.0,24497.0,6165.0,SQL Book,Books,4583.0,7205.0,2025,10,October,2025-10,25.16634689962036
O00019,2026-04-29,C0491,Net Banking,Delivered,Customer_0491,Female,25,Ahmedabad,West,2024-08-26,OD000045,P0048,2,3582.0,5.0,6805.8,2879.8,Sneakers,Fashion,1963.0,3582.0,2026,4,April,2026-04,42.31390872491111
O00019,2026-04-29,C0491,Net Banking,Delivered,Customer_0491,Female,25,Ahmedabad,West,2024-08-26,OD000046,P0043,4,3251.0,0.0,13004.0,2184.0,Jeans,Fashion,2705.0,3251.0,2026,4,April,2026-04,16.79483235927407
O00019,2026-04-29,C0491,Net Banking,Delivered,Customer_0491,Female,25,Ahmedabad,West,2024-08-26,OD000047,P0029,3,8916.0,5.0,25410.6,7194.6,Table Lamp,Home,6072.0,8916.0,2026,4,April,2026-04,28.313381029963875
O00020,2025-07-21,C0255,Net Banking,Delivered,Customer_0255,Male,43,Mumbai,West,2023-12-09,OD000048,P0075,3,2498.0,10.0,6744.6,2742.6,SQL Book,Books,1334.0,2498.0,2025,7,July,2025-07,40.6636420247309
O00020,2025-07-21,C0255,Net Banking,Delivered,Customer_0255,Male,43,Mumbai,West,2023-12-09,OD000049,P0071,2,8287.0,25.0,12430.5,1160.5,Hair Dryer,Beauty,5635.0,8287.0,2025,7,July,2025-07,9.335907646514622
O00020,2025-07-21,C0255,Net Banking,Delivered,Customer_0255,Male,43,Mumbai,West,2023-12-09,OD000050,P0042,4,8402.0,10.0,30247.2,7399.2,T-Shirt,Fashion,5712.0,8402.0,2025,7,July,2025-07,24.462429580258668
O00020,2025-07-21,C0255,Net Banking,Delivered,Customer_0255,Male,43,Mumbai,West,2023-12-09,OD000051,P0053,4,500.0,10.0,1800.0,872.0,Jacket,Fashion,232.0,500.0,2025,7,July,2025-07,48.44444444444444
O00021,2024-07-05,C0381,COD,Delivered,Customer_0381,Female,44,Lucknow,North,2024-11-02,OD000052,P0039,3,7839.0,25.0,17637.75,1428.75,Wall Clock,Home,5403.0,7839.0,2024,7,July,2024-07,8.10052302589616
O00022,2026-05-02,C0892,COD,Delivered,Customer_0892,Male,29,Bengaluru,South,2024-09-19,OD000053,P0043,1,3251.0,10.0,2925.9,220.9,Jeans,Fashion,2705.0,3251.0,2026,5,May,2026-05,7.5498137325267445
O00022,2026-05-02,C0892,COD,Delivered,Customer_0892,Male,29,Bengaluru,South,2024-09-19,OD000054,P0062,2,6552.0,5.0,12448.8,4796.8,Shampoo,Beauty,3826.0,6552.0,2026,5,May,2026-05,38.53222800591222
O00022,2026-05-02,C0892,COD,Delivered,Customer_0892,Male,29,Bengaluru,South,2024-09-19,OD000055,P0039,2,7839.0,15.0,13326.3,2520.3,Wall Clock,Home,5403.0,7839.0,2026,5,May,2026-05,18.912226199320145
O00022,2026-05-02,C0892,COD,Delivered,Customer_0892,Male,29,Bengaluru,South,2024-09-19,OD000056,P0006,2,5410.0,10.0,9738.0,3102.0,Smart Watch,Electronics,3318.0,5410.0,2026,5,May,2026-05,31.854590264941468
O00023,2026-02-08,C0542,UPI,Delivered,Customer_0542,Female,19,Kolkata,East,2024-02-18,OD000057,P0034,3,8273.0,25.0,18614.25,-954.75,Storage Box,Home,6523.0,8273.0,2026,2,February,2026-02,-5.129134936943471
O00024,2025-03-20,C0264,UPI,Delivered,Customer_0264,Male,50,Lucknow,North,2024-08-27,OD000058,P0075,1,2498.0,5.0,2373.1,1039.1,SQL Book,Books,1334.0,2498.0,2025,3,March,2025-03,43.78660823395558
O00024,2025-03-20,C0264,UPI,Delivered,Customer_0264,Male,50,Lucknow,North,2024-08-27,OD000059,P0044,3,1630.0,5.0,4645.5,931.5,Jeans,Fashion,1238.0,1630.0,2025,3,March,2025-03,20.05166289958024
O00025,2025-07-23,C0610,Debit Card,Delivered,Customer_0610,Female,27,Chennai,South,2025-03-29,OD000060,P0039,1,7839.0,10.0,7055.1,1652.1,Wall Clock,Home,5403.0,7839.0,2025,7,July,2025-07,23.41710252158013
O00025,2025-07-23,C0610,Debit Card,Delivered,Customer_0610,Female,27,Chennai,South,2025-03-29,OD000061,P0008,1,9277.0,20.0,7421.6,1010.6,Bluetooth Speaker,Electronics,6411.0,9277.0,2025,7,July,2025-07,13.617009809205562
O00025,2025-07-23,C0610,Debit Card,Delivered,Customer_0610,Female,27,Chennai,South,2025-03-29,OD000062,P0054,4,7011.0,25.0,21033.0,6469.0,Jacket,Fashion,3641.0,7011.0,2025,7,July,2025-07,30.756430371321258
O00026,2024-12-28,C0825,Credit Card,Delivered,Customer_0825,Female,51,Lucknow,North,2024-10-28,OD000063,P0018,1,8947.0,5.0,8499.65,2438.65,Power Bank,Electronics,6061.0,8947.0,2024,12,December,2024-12,28.69118140158713
O00026,2024-12-28,C0825,Credit Card,Delivered,Customer_0825,Female,51,Lucknow,North,2024-10-28,OD000064,P0043,4,3251.0,15.0,11053.4,233.4,Jeans,Fashion,2705.0,3251.0,2024,12,December,2024-12,2.111567481498905
O00026,2024-12-28,C0825,Credit Card,Delivered,Customer_0825,Female,51,Lucknow,North,2024-10-28,OD000065,P0019,2,6155.0,5.0,11694.5,5872.5,Webcam,Electronics,2911.0,6155.0,2024,12,December,2024-12,50.215913463594
O00027,2024-05-02,C0879,Credit Card,Delivered,Customer_0879,Male,59,Jaipur,North,2024-04-19,OD000066,P0023,4,12189.0,5.0,46318.2,23942.2,Mixer Grinder,Home,5594.0,12189.0,2024,5,May,2024-05,51.69069609786219
O00027,2024-05-02,C0879,Credit Card,Delivered,Customer_0879,Male,59,Jaipur,North,2024-04-19,OD000067,P0078,1,2727.0,10.0,2454.3,731.3,Excel Book,Books,1723.0,2727.0,2024,5,May,2024-05,29.796683372040906
O00028,2024-07-06,C0329,Debit Card,Delivered,Customer_0329,Female,34,Chennai,South,2025-05-08,OD000068,P0075,1,2498.0,20.0,1998.4,664.4,SQL Book,Books,1334.0,2498.0,2024,7,July,2024-07,33.246597277822254
O00028,2024-07-06,C0329,Debit Card,Delivered,Customer_0329,Female,34,Chennai,South,2025-05-08,OD000069,P0067,2,3128.0,5.0,5943.2,1471.2,Perfume,Beauty,2236.0,3128.0,2024,7,July,2024-07,24.754341095706017
O00029,2026-01-11,C0115,COD,Delivered,Customer_0115,Male,33,Lucknow,North,2025-03-24,OD000070,P0034,2,8273.0,10.0,14891.4,1845.4,Storage Box,Home,6523.0,8273.0,2026,1,January,2026-01,12.392387552547108
O00030,2025-11-10,C0276,Credit Card,Delivered,Customer_0276,Female,54,Ahmedabad,West,2025-05-03,OD000071,P0063,4,5568.0,5.0,21158.4,8710.4,Shampoo,Beauty,3112.0,5568.0,2025,11,November,2025-11,41.167574107682995
O00030,2025-11-10,C0276,Credit Card,Delivered,Customer_0276,Female,54,Ahmedabad,West,2025-05-03,OD000072,P0048,4,3582.0,15.0,12178.8,4326.8,Sneakers,Fashion,1963.0,3582.0,2025,11,November,2025-11,35.52730975137124
O00031,2025-02-23,C0488,Net Banking,Delivered,Customer_0488,Female,55,Lucknow,North,2024-05-13,OD000073,P0032,3,11145.0,0.0,33435.0,14811.0,Bedsheet,Home,6208.0,11145.0,2025,2,February,2025-02,44.29789143113504
O00032,2025-09-17,C0281,UPI,Delivered,Customer_0281,Female,32,Ahmedabad,West,2024-07-26,OD000074,P0046,2,10496.0,10.0,18892.8,9078.8,Sneakers,Fashion,4907.0,10496.0,2025,9,September,2025-09,48.0542852303523
O00032,2025-09-17,C0281,UPI,Delivered,Customer_0281,Female,32,Ahmedabad,West,2024-07-26,OD000075,P0065,4,1750.0,10.0,6300.0,1444.0,Moisturizer,Beauty,1214.0,1750.0,2025,9,September,2025-09,22.92063492063492
O00033,2024-09-08,C0275,Debit Card,Delivered,Customer_0275,Male,18,Chennai,South,2024-08-01,OD000076,P0073,2,3981.0,5.0,7563.9,2763.9,Python Book,Books,2400.0,3981.0,2024,9,September,2024-09,36.54067346210289
O00033,2024-09-08,C0275,Debit Card,Delivered,Customer_0275,Male,18,Chennai,South,2024-08-01,OD000077,P0033,3,5694.0,15.0,14519.7,1127.7,Bedsheet,Home,4464.0,5694.0,2024,9,September,2024-09,7.766689394408975
O00033,2024-09-08,C0275,Debit Card,Delivered,Customer_0275,Male,18,Chennai,South,2024-08-01,OD000078,P0009,2,4834.0,10.0,8701.2,2193.2,Bluetooth Speaker,Electronics,3254.0,4834.0,2024,9,September,2024-09,25.205718751436578
O00033,2024-09-08,C0275,Debit Card,Delivered,Customer_0275,Male,18,Chennai,South,2024-08-01,OD000079,P0049,4,4908.0,20.0,15705.6,5261.6,Backpack,Fashion,2611.0,4908.0,2024,9,September,2024-09,33.50142624286879
O00034,2025-09-10,C0773,UPI,Delivered,Customer_0773,Male,54,Chennai,South,2023-02-19,OD000080,P0055,1,3114.0,15.0,2646.9,403.9,Watch,Fashion,2243.0,3114.0,2025,9,September,2025-09,15.259360006044806
O00034,2025-09-10,C0773,UPI,Delivered,Customer_0773,Male,54,Chennai,South,2023-02-19,OD000081,P0044,1,1630.0,15.0,1385.5,147.5,Jeans,Fashion,1238.0,1630.0,2025,9,September,2025-09,10.645976181883796
O00035,2025-07-02,C0843,COD,Delivered,Customer_0843,Male,54,Mumbai,West,2023-04-24,OD000082,P0006,2,5410.0,0.0,10820.0,4184.0,Smart Watch,Electronics,3318.0,5410.0,2025,7,July,2025-07,38.66913123844732
O00035,2025-07-02,C0843,COD,Delivered,Customer_0843,Male,54,Mumbai,West,2023-04-24,OD000083,P0071,2,8287.0,10.0,14916.6,3646.6,Hair Dryer,Beauty,5635.0,8287.0,2025,7,July,2025-07,24.44658970542885
O00035,2025-07-02,C0843,COD,Delivered,Customer_0843,Male,54,Mumbai,West,2023-04-24,OD000084,P0066,3,3382.0,10.0,9131.4,1904.4,Moisturizer,Beauty,2409.0,3382.0,2025,7,July,2025-07,20.8555095604179
O00035,2025-07-02,C0843,COD,Delivered,Customer_0843,Male,54,Mumbai,West,2023-04-24,OD000085,P0003,2,319.0,5.0,606.1,82.1,Wireless Headphones,Electronics,262.0,319.0,2025,7,July,2025-07,13.54561953473024
O00036,2024-11-30,C0719,UPI,Delivered,Customer_0719,Female,20,Jaipur,North,2023-06-06,OD000086,P0075,3,2498.0,20.0,5995.2,1993.2,SQL Book,Books,1334.0,2498.0,2024,11,November,2024-11,33.24659727782226
O00036,2024-11-30,C0719,UPI,Delivered,Customer_0719,Female,20,Jaipur,North,2023-06-06,OD000087,P0008,4,9277.0,20.0,29686.4,4042.4,Bluetooth Speaker,Electronics,6411.0,9277.0,2024,11,November,2024-11,13.617009809205562
O00036,2024-11-30,C0719,UPI,Delivered,Customer_0719,Female,20,Jaipur,North,2023-06-06,OD000088,P0068,1,375.0,5.0,356.25,56.25,Perfume,Beauty,300.0,375.0,2024,11,November,2024-11,15.789473684210526
O00036,2024-11-30,C0719,UPI,Delivered,Customer_0719,Female,20,Jaipur,North,2023-06-06,OD000089,P0039,2,7839.0,10.0,14110.2,3304.2,Wall Clock,Home,5403.0,7839.0,2024,11,November,2024-11,23.41710252158013
O00037,2024-04-01,C0896,Debit Card,Delivered,Customer_0896,Female,30,Kolkata,East,2025-05-12,OD000090,P0066,2,3382.0,10.0,6087.6,1269.6,Moisturizer,Beauty,2409.0,3382.0,2024,4,April,2024-04,20.855509560417897
O00038,2025-06-13,C0328,UPI,Cancelled,Customer_0328,Male,42,Kolkata,East,2024-06-03,OD000091,P0017,3,10962.0,15.0,27953.1,12938.1,Power Bank,Electronics,5005.0,10962.0,2025,6,June,2025-06,46.285027420930064
O00038,2025-06-13,C0328,UPI,Cancelled,Customer_0328,Male,42,Kolkata,East,2024-06-03,OD000092,P0021,3,12927.0,10.0,34902.9,17088.9,Webcam,Electronics,5938.0,12927.0,2025,6,June,2025-06,48.96126109864797
O00038,2025-06-13,C0328,UPI,Cancelled,Customer_0328,Male,42,Kolkata,East,2024-06-03,OD000093,P0040,1,6601.0,20.0,5280.8,1281.8,T-Shirt,Fashion,3999.0,6601.0,2025,6,June,2025-06,24.272837448871382
O00038,2025-06-13,C0328,UPI,Cancelled,Customer_0328,Male,42,Kolkata,East,2024-06-03,OD000094,P0037,1,4495.0,10.0,4045.5,1481.5,Wall Clock,Home,2564.0,4495.0,2025,6,June,2025-06,36.620936843406255
O00039,2026-05-15,C0211,UPI,Delivered,Customer_0211,Male,50,Mumbai,West,2025-12-22,OD000095,P0023,2,12189.0,10.0,21940.2,10752.2,Mixer Grinder,Home,5594.0,12189.0,2026,5,May,2026-05,49.00684588107675
O00040,2024-03-03,C0727,Credit Card,Delivered,Customer_0727,Male,21,Lucknow,North,2025-09-06,OD000096,P0063,1,5568.0,5.0,5289.6,2177.6,Shampoo,Beauty,3112.0,5568.0,2024,3,March,2024-03,41.167574107682995
O00040,2024-03-03,C0727,Credit Card,Delivered,Customer_0727,Male,21,Lucknow,North,2025-09-06,OD000097,P0026,1,9610.0,5.0,9129.5,2915.5,Air Fryer,Home,6214.0,9610.0,2024,3,March,2024-03,31.934936195848625
O00041,2025-10-23,C0923,Credit Card,Delivered,Customer_0923,Male,21,Mumbai,West,2024-10-22,OD000098,P0017,1,10962.0,15.0,9317.7,4312.7,Power Bank,Electronics,5005.0,10962.0,2025,10,October,2025-10,46.28502742093005
O00042,2025-05-26,C0552,UPI,Delivered,Customer_0552,Female,37,Jaipur,North,2023-11-18,OD000099,P0003,1,319.0,0.0,319.0,57.0,Wireless Headphones,Electronics,262.0,319.0,2025,5,May,2025-05,17.86833855799373
O00042,2025-05-26,C0552,UPI,Delivered,Customer_0552,Female,37,Jaipur,North,2023-11-18,OD000100,P0070,3,9093.0,20.0,21823.2,4291.2,Hair Dryer,Beauty,5844.0,9093.0,2025,5,May,2025-05,19.663477400197955
O00043,2024-05-18,C0992,UPI,Delivered,Customer_0992,Female,33,Jaipur,North,2024-03-03,OD000101,P0046,4,10496.0,0.0,41984.0,22356.0,Sneakers,Fashion,4907.0,10496.0,2024,5,May,2024-05,53.248856707317074
O00043,2024-05-18,C0992,UPI,Delivered,Customer_0992,Female,33,Jaipur,North,2024-03-03,OD000102,P0018,1,8947.0,10.0,8052.3,1991.3,Power Bank,Electronics,6061.0,8947.0,2024,5,May,2024-05,24.729580368341963
O00043,2024-05-18,C0992,UPI,Delivered,Customer_0992,Female,33,Jaipur,North,2024-03-03,OD000103,P0050,4,791.0,25.0,2373.0,641.0,Backpack,Fashion,433.0,791.0,2024,5,May,2024-05,27.01222081753055
O00043,2024-05-18,C0992,UPI,Delivered,Customer_0992,Female,33,Jaipur,North,2024-03-03,OD000104,P0030,1,10331.0,5.0,9814.45,3909.45,Table Lamp,Home,5905.0,10331.0,2024,5,May,2024-05,39.83361268333936
O00044,2025-11-28,C0026,Debit Card,Delivered,Customer_0026,Female,39,Jaipur,North,2025-08-23,OD000105,P0054,1,7011.0,10.0,6309.9,2668.9,Jacket,Fashion,3641.0,7011.0,2025,11,November,2025-11,42.29702530943438
O00045,2024-07-03,C0027,Debit Card,Delivered,Customer_0027,Female,44,Chennai,South,2023-07-17,OD000106,P0076,3,7205.0,20.0,17292.0,3543.0,SQL Book,Books,4583.0,7205.0,2024,7,July,2024-07,20.489243580846633
O00045,2024-07-03,C0027,Debit Card,Delivered,Customer_0027,Female,44,Chennai,South,2023-07-17,OD000107,P0010,4,6288.0,5.0,23894.4,7490.4,Keyboard,Electronics,4101.0,6288.0,2024,7,July,2024-07,31.347930895942145
O00045,2024-07-03,C0027,Debit Card,Delivered,Customer_0027,Female,44,Chennai,South,2023-07-17,OD000108,P0062,4,6552.0,15.0,22276.8,6972.8,Shampoo,Beauty,3826.0,6552.0,2024,7,July,2024-07,31.300725418372476
O00046,2024-07-23,C0702,UPI,Delivered,Customer_0702,Female,25,Chennai,South,2024-04-28,OD000109,P0044,3,1630.0,5.0,4645.5,931.5,Jeans,Fashion,1238.0,1630.0,2024,7,July,2024-07,20.05166289958024
O00046,2024-07-23,C0702,UPI,Delivered,Customer_0702,Female,25,Chennai,South,2024-04-28,OD000110,P0059,1,7607.0,5.0,7226.65,3586.65,Face Wash,Beauty,3640.0,7607.0,2024,7,July,2024-07,49.63088014501879
O00046,2024-07-23,C0702,UPI,Delivered,Customer_0702,Female,25,Chennai,South,2024-04-28,OD000111,P0006,2,5410.0,20.0,8656.0,2020.0,Smart Watch,Electronics,3318.0,5410.0,2024,7,July,2024-07,23.33641404805915
O00046,2024-07-23,C0702,UPI,Delivered,Customer_0702,Female,25,Chennai,South,2024-04-28,OD000112,P0015,4,6239.0,0.0,24956.0,7116.0,Mouse,Electronics,4460.0,6239.0,2024,7,July,2024-07,28.514184965539354
